year,month,day,hour,minute,seconds,jday,wv_height,wnd_dir,wnd_spd,wnd_gspd,atm_prs,air_temp
2.0100000e+03,1.0000000e+01,2.0000000e+00,1.7000000e+01,4.3000000e+01,0.0000000e+00,2.7573819e+02,4.8900000e+00,2.0300000e+02,3.8000000e+00,4.9000000e+00,1.0224000e+03,1.4100000e+01
2.0100000e+03,1.0000000e+01,2.0000000e+00,1.8000000e+01,4.3000000e+01,0.0000000e+00,2.7577986e+02,4.7400000e+00,1.9100000e+02,4.3000000e+00,5.5000000e+00,1.0222000e+03,1.4100000e+01
2.0100000e+03,1.0000000e+01,2.0000000e+00,1.9000000e+01,4.3000000e+01,0.0000000e+00,2.7582153e+02,4.6200000e+00,1.7800000e+02,5.3000000e+00,6.9000000e+00,1.0217000e+03,1.4100000e+01
2.0100000e+03,1.0000000e+01,2.0000000e+00,2.0000000e+01,4.3000000e+01,0.0000000e+00,2.7586319e+02,4.6200000e+00,1.7900000e+02,6.1000000e+00,7.8000000e+00,1.0212000e+03,1.4200000e+01
2.0100000e+03,1.0000000e+01,2.0000000e+00,2.1000000e+01,4.3000000e+01,0.0000000e+00,2.7590486e+02,4.4700000e+00,1.7600000e+02,7.0000000e+00,9.0000000e+00,1.0203000e+03,1.4100000e+01
2.0100000e+03,1.0000000e+01,2.0000000e+00,2.2000000e+01,4.3000000e+01,0.0000000e+00,2.7594653e+02,4.6700000e+00,1.8100000e+02,7.1000000e+00,8.5000000e+00,1.0198000e+03,1.4200000e+01
2.0100000e+03,1.0000000e+01,2.0000000e+00,2.3000000e+01,4.3000000e+01,0.0000000e+00,2.7598819e+02,4.7600000e+00,1.8200000e+02,7.1000000e+00,8.9000000e+00,1.0188000e+03,1.4200000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,0.0000000e+00,4.3000000e+01,0.0000000e+00,2.7602986e+02,4.3500000e+00,1.7500000e+02,7.4000000e+00,9.5000000e+00,1.0180000e+03,1.4100000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,1.0000000e+00,4.3000000e+01,0.0000000e+00,2.7607153e+02,4.6500000e+00,1.8300000e+02,8.2000000e+00,1.0300000e+01,1.0172000e+03,1.4100000e+01
2.0100000e+03,1.0000000e+01,3.0000000e+00,2.0000000e+00,4.3000000e+01,0.0000000e+00,2.7611319e+02,4.3300000e+00,1.7900000e+02,8.5000000e+00,1.0500000e+01,1.0167000e+03,1.4200000e+01
