291.88 1.10 -123.43
292.00 23.17 -19.24
292.00 20.88 -17.41
292.01 26.75 -42.25
292.13 34.29 100.98
292.13 31.93 69.91
292.13 39.27 84.03
292.25 33.97 97.44
292.25 31.91 88.62
292.26 34.98 85.73
292.38 18.47 -50.05
292.38 29.21 -35.98
292.38 23.65 -33.39
292.50 17.52 -23.69
292.50 10.04 11.60
292.51 11.71 -3.59
292.63 14.62 104.09
292.63 13.07 112.11
292.63 16.98 112.25
292.75 29.19 85.41
292.75 27.61 72.77
292.76 29.91 86.01
292.88 1.85 -77.81
292.88 2.43 -73.69
292.88 8.04 -34.73
293.00 6.93 124.30
293.00 5.83 90.01
293.01 6.74 130.65
293.13 8.38 124.44
293.13 10.09 127.97
293.13 11.56 127.47
293.25 36.31 89.95
293.25 24.79 66.13
293.26 27.95 101.48
293.38 20.82 -40.91
293.38 25.20 -66.59
293.38 20.55 -78.97
293.50 9.30 88.82
293.50 8.91 99.86
293.51 6.65 80.68
293.63 10.35 105.83
293.63 14.59 106.88
293.63 14.52 107.08
293.75 9.03 -39.38
293.75 8.94 -10.02
293.76 1.20 -98.04
293.88 13.24 -62.89
293.88 10.32 -62.09
293.88 8.20 -55.94
294.00 9.13 -17.61
294.00 11.35 -18.23
294.01 8.71 -67.18
294.13 36.40 79.20
294.13 34.70 65.53
294.13 37.61 62.09
294.25 28.89 101.32
294.25 19.39 82.63
294.26 24.32 93.67
294.38 14.66 103.12
294.38 12.12 99.95
294.38 10.23 95.84
294.50 12.33 -69.01
294.50 9.33 -120.16
294.51 6.92 -47.22
294.63 35.51 82.39
294.63 36.21 83.68
294.63 32.54 98.92
294.75 40.78 60.11
294.75 41.16 75.59
294.76 35.90 56.37
294.88 38.28 68.77
294.88 41.61 63.65
294.88 36.38 44.69
295.00 4.21 168.65
295.00 6.52 111.26
295.01 4.74 118.86
295.13 1.89 -107.74
295.13 3.97 -30.94
295.13 5.49 -51.96
295.25 20.05 81.49
295.25 24.50 88.90
295.26 21.14 81.39
295.38 13.97 105.85
295.38 12.79 104.14
295.38 7.36 120.51
295.50 3.16 -86.66
295.50 5.20 -128.02
295.51 3.49 -78.61
295.63 36.97 63.83
295.63 31.33 92.65
295.63 29.10 101.05
295.75 23.22 107.35
295.75 20.62 88.54
295.76 15.40 77.46
295.88 29.18 97.22
295.88 20.42 108.86
295.88 16.51 87.71
296.00 4.81 -72.01
296.00 5.16 -30.18
296.01 7.41 -26.83
296.13 20.57 94.66
296.13 36.05 92.52
296.13 38.09 69.40
296.25 35.96 54.65
296.25 34.55 68.69
296.26 29.94 65.67
296.38 9.38 124.69
296.38 0.93 -31.96
296.38 5.48 137.79
296.50 16.22 1.67
296.50 10.97 28.05
296.51 14.79 -16.63
296.63 34.12 82.51
296.63 38.10 65.54
296.63 34.41 72.03
296.75 38.06 86.24
296.75 33.43 77.84
296.76 41.67 78.89
296.88 36.73 75.96
296.88 40.05 71.00
296.88 33.73 92.69
297.00 4.14 38.68
297.00 11.59 100.42
297.01 8.39 91.27
297.13 25.61 92.39
297.13 23.08 103.03
297.13 24.27 96.80
297.25 32.28 -105.10
297.25 21.88 -70.04
297.26 17.91 -21.22
297.38 5.34 -11.66
297.38 14.43 -70.64
297.38 10.84 -103.40
297.50 27.74 -127.65
297.50 34.44 -114.50
297.51 21.31 -111.33
297.63 6.61 -60.34
297.63 8.14 -104.53
297.63 7.25 -69.98
297.75 25.27 -104.29
297.75 27.83 -100.23
297.76 29.87 -86.83
297.88 38.30 -82.37
297.88 38.82 -105.39
297.88 34.69 -101.47
298.00 33.99 -124.26
298.00 12.03 -87.72
298.01 31.33 -114.04
