time,current_ec,current_nc,pressure
734054.06688691,-0.014,-0.019,2094.9554129
734054.067581643,-0.019,0.007,2095.11035797
734054.068275706,0.015,-0.05,2095.06917004
734054.068970486,-0.016,-0.015,2095.04073075
734054.069665232,-0.043,0.026,2094.85048174
734054.070359329,-0.003,-0.021,2094.93481893
734054.071054051,-0.001,-0.018,2094.82302312
734054.071748102,0.006,-0.033,2095.00444615
734054.072442882,-0.013,-0.011,2095.09074467
734054.073136933,0,-0.031,2094.96423889
734054.073831678,0,-0.042,2094.84557842
734054.074525764,0.021,-0.066,2094.9750262
734054.075220509,-0.018,-0.013,2094.9328576
734054.075914572,-0.007,-0.034,2094.7171113
734054.076609329,0.001,-0.03,2094.7985065
734054.077304097,-0.023,0.004,2094.94266426
734054.07799816,-0.018,-0.009,2094.95050957
734054.078692905,-0.039,0.004,2095.00346549
734054.079386968,-0.031,0.002,2094.80733249
734054.080081759,-0.019,-0.012,2094.92010896
734054.080775775,-0.03,0.01,2094.8740177
734054.081470544,0.017,-0.046,2094.8014485
734054.08216463,-0.013,-0.009,2094.77398988
734054.082859352,-0.019,0.004,2094.84361709
734054.083553426,0.048,-0.082,2094.83184911
734054.084248194,-0.01,-0.017,2094.896573
734054.08494294,-0.035,0.004,2094.80046783
734054.085637025,0.003,-0.017,2094.7200533
734054.086331782,-0.007,-0.017,2094.85342374
734054.087025833,0.027,-0.048,2094.73574394
734054.08772059,-0.046,0.054,2095.07897669
734054.088414641,0.008,-0.018,2094.86813372
734054.08910941,-0.016,-0.005,2094.83282977
734054.089803484,-0.012,-0.015,2094.88970835
734054.090498241,0.019,-0.046,2094.76418323
734054.090521181,NaN,NaN,NaN
734054.090532998,NaN,NaN,NaN
734054.090544826,NaN,NaN,NaN
734054.090555961,NaN,NaN,NaN
734054.090567778,NaN,NaN,NaN
734054.091192975,-0.015,-0.012,2094.66709739
734054.091887083,0.018,-0.034,2094.70828532
734054.092581794,0.022,-0.027,2094.84165576
734054.09327588,-0.007,-0.021,2094.94266426
734054.09397066,0,-0.005,2094.71613064
734054.094664722,-0.015,0.006,2094.6808267
734054.095359468,-0.005,-0.004,2094.72985995
734054.096053542,0.009,-0.025,2094.82890712
734054.096748275,0.002,-0.028,2094.68769135
734054.09744235,0.013,-0.032,2094.92010896
734054.098137107,-0.009,0.01,2094.69357535
734054.098831169,-0.004,-0.017,2094.66513606
734054.099525937,-0.001,-0.022,2094.72397596
734054.100220671,-0.018,0.011,2094.69553667
734054.100914711,0.05,-0.104,2094.68376869
734054.101609479,-0.005,-0.007,2094.69455601
734054.102303553,-0.006,-0.003,2094.7367246
734054.10299831,0.033,-0.064,2094.62787079
734054.103692361,-0.017,0.011,2094.78869985
734054.104387141,0.024,-0.03,2094.80340983
734054.105081181,-0.022,0.024,2094.7367246
734054.105775949,0,-0.021,2094.91716696
734054.106470718,0.025,-0.049,2094.66219406
734054.107164792,-0.006,-0.033,2094.67298138
734054.107859514,-0.014,0.005,2094.53863028
734054.108553611,-0.05,0.048,2094.85636574
734054.109248345,0,-0.04,2094.61414148
734054.109942407,0.002,-0.018,2094.83184911
734054.110637199,-0.009,0.003,2094.64552276
734054.111331238,-0.005,-0.011,2094.63963877
734054.112025984,0,-0.018,2094.73280195
734054.112720069,0.003,-0.022,2094.74653126
734054.113414815,0.015,-0.037,2094.65042609
734054.114109549,-0.027,0.041,2094.77006721
734054.114803646,-0.038,0.039,2094.6023735
734054.11549838,-0.004,0.002,2094.65925207
734054.116192454,0.012,-0.019,2094.76810589
734054.116887222,0,-0.018,2094.90147633
734054.117581296,-0.007,0,2094.8014485
734054.118276053,0.017,-0.033,2094.7200533
734054.118970116,-0.001,-0.03,2094.62787079
734054.119664873,0,-0.008,2094.7367246
734054.120358924,-0.001,0.001,2094.6219868
734054.121053657,0.001,-0.047,2094.57785688
734054.121748438,-0.009,-0.007,2094.88284369
734054.1224425,-0.044,0.048,2094.77300921
734054.123137268,-0.018,0.014,2094.74064727
734054.123831308,-0.029,0.022,2094.69063335
734054.124526065,-0.022,0.022,2094.67690404
734054.125220127,-0.031,0.03,2094.74358926
734054.125914896,-0.021,0.031,2094.77006721
734054.126608947,-0.013,0.017,2094.56903089
734054.127303727,0.016,-0.022,2094.8014485
734054.127998495,-0.001,-0.004,2094.75045391
734054.128692535,-0.011,0.007,2094.67984604
734054.12938728,-0.001,0.012,2094.82400379
734054.130081389,-0.005,0,2094.65238742
734054.130776123,-0.024,0.028,2094.72985995
734054.131470185,-0.003,-0.006,2094.65827141
734054.132164954,-0.02,0.05,2094.78281586
734054.132187905,NaN,NaN,NaN
734054.132199699,NaN,NaN,NaN
734054.132210857,NaN,NaN,NaN
734054.132222685,NaN,NaN,NaN
734054.132234468,NaN,NaN,NaN
734054.132859016,-0.034,0.1,2094.75143458
734054.133553773,0.002,-0.007,2094.66709739
734054.134247836,0.005,0.002,2094.66219406
734054.134942581,0.003,-0.031,2094.59943151
734054.135637326,-0.01,0.034,2094.69847867
734054.1363314,-0.011,0.035,2094.79654517
734054.137026157,-0.01,0.036,2094.50234567
734054.137720231,-0.003,0.016,2094.66905872
734054.138414965,0,0.035,2094.7622219
734054.139109028,0.006,0.009,2094.70240133
734054.139803785,-0.013,0.036,2094.76712522
734054.140497847,-0.018,0.022,2094.6808267
734054.141192604,0.006,0.031,2094.75143458
734054.14188669,0.002,0.024,2094.8740177
734054.142581458,0.017,-0.008,2094.65631007
734054.143276181,-0.021,0.059,2094.69357535
734054.143970266,0.009,-0.007,2094.87205637
734054.144665035,0.023,-0.014,2094.74653126
734054.145359074,0.015,0.014,2094.83381044
734054.146053854,0.006,0.038,2094.95149024
734054.146747894,0.007,0.024,2094.79458384
734054.147442662,0,0.037,2094.76712522
734054.148136713,0.015,-0.002,2094.78968052
734054.148831481,0.026,-0.057,2094.67102005
734054.149525567,0.016,-0.004,2094.77497054
734054.150220313,-0.017,0.06,2094.81517781
734054.150915035,0.013,0.008,2094.7985065
734054.151609143,0.018,-0.002,2094.82988778
734054.1523039,0.009,0.021,2094.92501228
734054.152997928,0.01,0.02,2094.7985065
734054.153692685,0.003,0.049,2094.98679418
734054.154386759,0.01,-0.003,2094.69357535
734054.155081528,0.004,0,2094.72691796
734054.155775579,-0.002,0.035,2094.82008113
734054.156470347,0.01,0.032,2094.81713914
734054.157165116,0.015,-0.056,2094.69259468
734054.157859167,0.018,0.029,2094.72887929
734054.158553935,0.022,-0.006,2094.8210618
734054.159247986,0.015,-0.025,2094.7396666
734054.15994272,0.001,0.057,2095.0730927
734054.160636782,0.007,-0.017,2095.02307879
734054.161331563,0.007,-0.012,2094.83184911
734054.162025648,0.006,0.016,2094.93187694
734054.162720382,0.012,-0.022,2094.81517781
734054.163414468,0.015,0.02,2094.83969443
734054.164109201,0.012,0.035,2094.95933556
734054.164803958,0.016,0.04,2094.78183519
734054.165498032,0.008,0.027,2095.05053741
734054.166192778,0.025,0.023,2094.88088236
734054.166886863,0.009,0.007,2094.95835489
734054.167581609,0.015,0.01,2094.92305096
734054.168275694,0.004,0.045,2094.84852042
734054.16897044,0.01,0.001,2094.93383827
734054.169664479,0.014,0.031,2094.93678026
734054.170359236,0.007,0.058,2094.86126906
734054.171053993,0.015,0.006,2094.95149024
734054.171748044,0.001,0.027,2095.02602078
734054.172442824,0.031,0,2094.98385219
734054.17313691,0.033,-0.018,2094.95345157
734054.173831632,0.003,0.061,2095.02896277
734054.173854595,NaN,NaN,NaN
734054.173866424,NaN,NaN,NaN
734054.173877569,NaN,NaN,NaN
734054.173889375,NaN,NaN,NaN
734054.173901181,NaN,NaN,NaN
734054.174525718,0.019,-0.001,2094.98091019
734054.175220474,0.014,-0.017,2095.0760347
734054.175914526,0.014,0.01,2094.97110354
734054.176609271,0.021,-0.008,2095.04171142
734054.177303333,0.022,0.006,2095.14664257
734054.17799809,0.008,0.039,2095.06426672
734054.17869287,0.017,0,2094.99169751
734054.179386933,0.023,0.036,2095.00248482
734054.180081678,0.016,0.023,2095.11133864
734054.180775741,0.003,0.03,2095.07897669
734054.181470532,0.005,0.038,2095.11035797
734054.182164583,0.016,0.002,2095.09957066
734054.18285934,0.019,-0.032,2095.04563408
734054.18355338,0.026,-0.013,2095.2329411
734054.18424816,0.018,0.032,2095.11918396
734054.184942199,0.007,0.016,2095.14173925
734054.185636944,0.02,0.019,2095.12408728
734054.186331713,0.02,0.027,2095.15841056
734054.187025799,0.029,0.017,2094.95345157
734054.187720567,0.017,0.017,2095.04563408
734054.18841463,0.043,-0.048,2095.07015071
734054.189109375,0.032,-0.036,2095.09662866
734054.189803449,0.02,0.044,2095.28001302
734054.190498218,0.032,0.018,2095.02602078
734054.191192234,0.018,0.045,2095.29080033
734054.191886991,0.011,0.059,2095.22803777
734054.192581759,0.015,0.038,2095.14860391
734054.19327581,0.008,0.047,2095.22803777
734054.193970613,0.016,0.059,2095.29276166
734054.194664664,0.009,0.042,2095.15742989
734054.195359398,0.018,0.056,2095.2299991
734054.196053449,0.008,0.068,2095.22901844
734054.196748218,-0.004,0.05,2095.28785834
734054.19744228,0.026,0.004,2095.05053741
734054.198137037,0.014,0.035,2095.27412903
734054.1988311,0.02,0.03,2095.21725045
734054.19952588,0.033,0.01,2095.40749947
734054.200220625,0.027,-0.038,2095.31531696
734054.200914687,0.022,0.01,2095.3898475
734054.201609433,0.01,0.077,2095.29766498
734054.202303507,0.004,0.018,2095.2329411
734054.202998264,0.018,-0.015,2095.31923961
734054.203692338,0.009,0.032,2095.44966806
734054.204387083,0.002,0.039,2095.37317619
734054.205081157,0.014,-0.007,2095.34277558
734054.205775914,-0.01,0.093,2095.46928136
734054.206469988,0.015,-0.003,2095.34669824
734054.207164745,0.015,-0.015,2095.29962631
734054.207859491,0.009,0.049,2095.32218161
734054.208553553,0.018,-0.013,2095.28295501
734054.209248322,0.015,-0.015,2095.57127052
734054.209942361,0.007,0.035,2095.39573148
734054.21063713,0.001,0.037,2095.50948862
734054.211331181,0.005,0.028,2095.33983358
734054.212025949,0.039,-0.091,2095.49281732
734054.212720035,0.028,-0.01,2095.53890858
734054.213414757,0.019,-0.005,2095.5241986
734054.214109525,0.014,0.036,2095.46045538
734054.214803611,0.026,-0.021,2095.52615993
734054.215498368,0.019,-0.018,2095.44672606
734054.215521296,NaN,NaN,NaN
734054.215532442,NaN,NaN,NaN
734054.215544248,NaN,NaN,NaN
734054.215556088,NaN,NaN,NaN
734054.215567211,NaN,NaN,NaN
734054.216192419,0.008,0.044,2095.66737569
734054.216887164,0.017,-0.01,2095.49772065
734054.217581238,0.004,0.026,2095.59284515
734054.218275984,0.012,0.038,2095.59284515
734054.218970069,0.01,0.009,2095.65756904
734054.219664815,0.009,0.016,2095.52615993
734054.220358877,0.018,-0.004,2095.59382581
734054.221053623,0.009,0.038,2095.7232736
734054.22174838,0,0.028,2095.77328751
734054.222442454,0.026,-0.014,2095.67424035
734054.223137211,0.021,-0.01,2095.68502766
734054.223831273,0.015,0.023,2095.59088382
734054.224526042,0.01,-0.009,2095.74484823
734054.225220104,0.017,0.015,2095.80957212
734054.225914873,0.002,0.017,2095.67325968
734054.226608912,0.01,-0.01,2095.7007183
734054.22730368,0.013,0.011,2095.7007183
734054.227997755,0.003,0.004,2095.83506941
734054.228692477,0.008,0.004,2095.81055278
734054.229387269,-0.003,0.024,2095.7428869
734054.230081308,0.011,0.027,2095.70660229
734054.230776065,-0.006,0.047,2095.75857753
734054.231470116,0.016,-0.018,2095.73308025
734054.232164919,0.011,0.013,2095.8546827
734054.232858958,0.012,-0.012,2095.83506941
734054.233553692,-0.004,0.03,2095.78309416
734054.234247778,0.001,0.081,2095.80663012
734054.234942512,0.018,0.021,2095.81545611
734054.235636586,0.023,-0.053,2095.85860537
734054.236331343,0.014,-0.006,2095.92136793
734054.237026111,0.015,-0.004,2095.99687913
734054.237720208,-0.005,0.074,2095.94490389
734054.238414942,-0.004,0.053,2096.0537577
734054.239108981,0.011,0.013,2095.89096731
734054.239803762,-0.002,0.074,2095.96647851
734054.240497847,-0.002,0.018,2095.97726583
734054.241192593,-0.015,0.062,2096.05277703
734054.241886632,-0.009,0.069,2095.84389539
734054.242581389,0.004,0.034,2096.04983504
734054.243276134,-0.004,0.039,2096.02041509
734054.243970243,-0.002,0.024,2095.93117457
734054.244664977,-0.009,0.05,2096.11063627
734054.245359062,0.003,0.046,2096.14986287
734054.246053819,0.011,0.027,2096.19987679
734054.24674787,0.004,0.035,2095.9360779
734054.247442627,0.017,-0.017,2096.1910508
734054.248136667,0.01,0.066,2096.20870277
734054.248831458,0.009,-0.026,2096.14986287
734054.249525486,0.012,0.042,2096.05768036
734054.250220255,-0.008,0.103,2096.07435166
734054.250915012,-0.005,0.054,2096.2332194
734054.251609063,0.016,0.048,2096.18712814
734054.252303843,0.002,0.059,2096.269504
734054.252997917,0.003,0.022,2096.22341275
734054.253692674,0.013,0.019,2096.14495954
734054.254386725,0.007,0.069,2096.19791545
734054.255081482,0.013,0.031,2096.3283439
734054.255775532,0.014,0.03,2096.10082962
734054.256470312,0.011,0.051,2096.36658984
734054.257164352,0.005,0.047,2096.18908947
734054.257188009,NaN,NaN,NaN
734054.257199132,NaN,NaN,NaN
734054.257210972,NaN,NaN,NaN
734054.257222801,NaN,NaN,NaN
734054.257233889,NaN,NaN,NaN
734054.25785912,0.003,0.078,2096.18124415
734054.258553854,0.011,0.064,2096.18320548
734054.259247928,0.018,0.061,2096.38816447
734054.259942697,0,0.063,2096.29500129
734054.260636782,0.017,0.03,2096.25087136
734054.261331551,0.003,0.078,2096.19889612
734054.262025567,0.011,0.043,2096.38031915
734054.262720336,0.003,0.086,2096.28715597
734054.263414421,-0.005,0.077,2096.33128589
734054.264109167,0.018,0.053,2096.45975301
734054.264803218,0.022,-0.033,2096.45583035
734054.265497986,0.018,0.024,2096.40091311
734054.266192755,0.016,0.018,2096.45779168
734054.266886817,0.018,0.086,2096.39208712
734054.267581539,0.018,0.042,2096.49113429
734054.268275625,0.013,0.049,2096.35580252
734054.268970394,0.005,0.08,2096.50388294
734054.269664433,0.014,0.039,2096.41464242
734054.270359225,0.016,0.006,2096.59900744
734054.271053287,0.013,0.026,2096.47348232
734054.271748044,0.017,0.013,2096.48819229
734054.272442755,0.007,0.054,2096.49015363
734054.273136829,0.011,0.037,2096.43131372
734054.27383162,0,0.058,2096.56860682
734054.27452566,0.015,0.041,2096.60881409
734054.275220405,0,0.048,2096.63235005
734054.275914502,0.009,0.048,2096.58920079
734054.276609236,0.008,0.05,2096.62156273
734054.277303287,0.006,0.053,2096.65980867
734054.277998079,0.002,0.072,2096.71570658
734054.278692141,0.02,-0.009,2096.65490535
734054.279386875,0.007,0.029,2096.56272283
734054.280081643,0.01,0.025,2096.68432529
734054.280775718,-0.001,0.074,2096.53624488
734054.28147044,0.009,0.04,2096.81965706
734054.282164537,0.007,0.04,2096.68922862
734054.282859271,0.004,0.065,2096.65098269
734054.283553333,0.008,0.036,2096.73139722
734054.284248079,0.011,0.003,2096.6980546
734054.284942176,0.008,0.04,2096.73924253
734054.285636933,0.006,0.04,2096.83338637
734054.286330972,0.009,0.056,2096.80298576
734054.287025752,0.011,0.012,2096.8020051
734054.287720521,-0.006,0.099,2096.73433921
734054.288414583,0.019,0,2096.87261297
734054.289109329,0.012,0.071,2096.87849697
734054.289803368,0.003,0.074,2096.81671507
734054.290498125,0.005,0.054,2096.8382897
734054.291192199,0.008,0.074,2096.67353798
734054.291886956,0.008,0.018,2096.82259906
734054.292581019,0.006,0.044,2096.860845
734054.293275799,0.002,0.044,2096.88928428
734054.293970521,0.017,0.054,2096.79219844
734054.294664618,0.01,-0.027,2096.9000716
734054.295359398,-0.003,0.055,2096.95400817
734054.296053414,0.006,-0.008,2097.00892541
734054.296748171,-0.003,0.052,2096.92654955
734054.297442245,0.019,-0.005,2096.87359364
734054.298136991,0.006,0.054,2096.83632837
734054.298831065,0,0.041,2096.96969881
734054.298854687,NaN,NaN,NaN
734054.298865822,NaN,NaN,NaN
734054.298877662,NaN,NaN,NaN
734054.298889468,NaN,NaN,NaN
734054.298900613,NaN,NaN,NaN
734054.299525845,0.004,0.011,2096.92556888
734054.300219884,-0.006,0.078,2096.9167429
734054.30091463,0.006,-0.003,2096.96773748
734054.301609387,-0.006,0.073,2097.06678465
734054.302303484,0.003,0.042,2096.96185349
734054.302998218,0.003,0.046,2097.01186741
734054.303692303,0.006,-0.012,2097.0736493
734054.304387037,-0.003,0.009,2096.82063773
734054.305081111,-0.004,0.017,2097.00206076
734054.305775845,-0.004,0.042,2097.08247528
734054.306469942,0.004,0.01,2097.06678465
734054.307164711,-0.001,0.031,2097.16092848
734054.307858762,0.003,0.004,2097.10012725
734054.308553507,0,0.035,2097.24232368
734054.309248275,-0.003,0.018,2096.99715743
734054.309942338,-0.002,0.011,2097.05011334
734054.310637072,-0.018,0.059,2097.17759979
734054.311331134,0,-0.017,2097.07462996
734054.312025903,-0.01,0.04,2097.19525176
734054.312719988,0.015,-0.052,2097.06678465
734054.313414745,0.002,0.022,2097.24134302
734054.314108819,0,0.002,2097.13150854
734054.314803518,0,0.018,2097.13445053
734054.315497616,0.006,0.009,2097.19721309
734054.316192373,0,0.036,2097.19329043
734054.316887153,-0.002,0.03,2097.29331826
734054.317581192,0.01,-0.007,2097.1128759
734054.318275937,-0.006,0.038,2097.3452935
734054.318970023,0.007,0.017,2097.06874597
734054.319664792,-0.015,0.039,2097.15602516
734054.320358843,0.005,-0.045,2097.19623242
734054.321053576,-0.012,0.024,2097.27762762
734054.321747662,0.004,0.011,2097.35313882
734054.322442407,-0.013,0.027,2097.3286222
734054.323137153,-0.021,0.026,2097.29331826
734054.323831238,-0.01,0.01,2097.31293156
734054.324526007,-0.025,0.067,2097.25114966
734054.325220046,-0.005,0.007,2097.35215816
734054.325914815,0.005,-0.019,2097.3678488
734054.326608854,0,-0.01,2097.36392614
734054.327303634,-0.018,0.032,2097.16583181
734054.327997697,-0.016,0.017,2097.36000348
734054.328692454,-0.025,0.059,2097.30312491
734054.329386505,-0.048,0.053,2097.36588747
734054.330081262,0,-0.025,2097.26782097
734054.330776019,-0.038,0.053,2097.28056962
734054.331470069,-0.039,0.06,2097.31587356
734054.332164873,-0.015,-0.001,2097.33058353
734054.332858924,-0.015,0.005,2097.28547294
734054.333553681,-0.022,0.027,2097.35510015
734054.334247755,-0.063,0.088,2097.46885729
734054.334942488,-0.008,-0.026,2097.33940951
734054.335636563,-0.014,0.001,2097.48356727
734054.336331319,-0.024,0.018,2097.36686814
734054.33702537,-0.032,0.036,2097.43845668
734054.337720127,-0.025,0.039,2097.41295939
734054.338414896,-0.024,0.027,2097.32175755
734054.339108935,-0.014,0,2097.30214425
734054.339803727,-0.002,-0.002,2097.53848451
734054.340497778,-0.026,0,2097.51494855
734054.3405214,NaN,NaN,NaN
734054.340532535,NaN,NaN,NaN
734054.340544363,NaN,NaN,NaN
734054.340555498,NaN,NaN,NaN
734054.340567326,NaN,NaN,NaN
734054.341192546,-0.01,-0.025,2097.45806998
734054.341886586,-0.019,0.006,2097.4659153
734054.342581366,-0.02,0.018,2097.48748993
734054.343275393,-0.021,0.037,2097.39236542
734054.343970162,-0.013,0.005,2097.44924399
734054.344664919,0,-0.047,2097.5218132
734054.345358982,-0.011,0.014,2097.51494855
734054.346053762,-0.021,0.035,2097.53161986
734054.346747789,-0.01,0.005,2097.56594313
734054.347442581,-0.019,0.009,2097.50023857
734054.348136632,-0.015,-0.01,2097.42472737
734054.348831401,-0.022,0.022,2097.35608082
734054.349525475,-0.027,0.021,2097.47964461
734054.350220231,-0.019,0.047,2097.42178538
734054.350914282,-0.022,0.021,2097.39138476
734054.351609039,-0.026,0.038,2097.34627417
734054.352303773,-0.021,0.006,2097.61889904
734054.352997824,0.005,-0.036,2097.43453402
734054.353692604,-0.043,0.055,2097.61791838
734054.354386678,-0.018,0.035,2097.49435459
734054.355081447,-0.017,0.016,2097.47964461
734054.355775509,-0.009,-0.007,2097.53848451
734054.356470243,-0.002,-0.01,2097.70225556
734054.35716434,-0.032,0.059,2097.51887121
734054.357859074,-0.015,0.026,2097.5669238
734054.358553148,-0.019,0.024,2097.55907848
734054.359247917,-0.006,-0.014,2097.50906456
734054.35994265,-0.008,-0.025,2097.72775286
734054.36063669,-0.009,0.009,2097.57574978
734054.361331458,-0.024,0.051,2097.6228217
734054.362025556,-0.018,0.035,2097.53848451
734054.362720289,0.003,-0.03,2097.64635766
734054.363414352,-0.01,0.001,2097.53161986
734054.364109097,-0.01,0.005,2097.44826333
734054.36480316,0.004,-0.001,2097.56005914
734054.36549794,-0.02,0.032,2097.68950692
734054.366192002,-0.017,0.053,2097.53554252
734054.366886782,0.004,-0.03,2097.67479695
734054.367581493,-0.01,0.037,2097.71108155
734054.368275579,-0.004,-0.009,2097.75619214
734054.368970324,-0.018,0.016,2097.61007306
734054.369664398,-0.012,0.036,2097.65126099
734054.370359155,-0.01,-0.005,2097.51789055
734054.371053194,-0.026,0.071,2097.60713106
734054.371747986,-0.014,0.035,2097.43845668
734054.372442049,-0.013,-0.022,2097.61497638
734054.373136817,-0.014,0.018,2097.58947909
734054.373831562,-0.028,0.065,2097.66499029
734054.374525625,0.004,-0.022,2097.65616431
734054.37522037,0,-0.026,2097.53848451
734054.375914456,-0.003,-0.017,2097.69735224
734054.37660919,0.003,-0.004,2097.71500421
734054.377303241,-0.004,-0.029,2097.64635766
734054.377998009,-0.011,0.005,2097.62870569
734054.378692072,-0.028,0.033,2097.63262835
734054.379386817,-0.012,0.028,2097.61889904
734054.38008088,0.009,-0.011,2097.63458968
734054.380775671,-0.011,0.012,2097.63360902
734054.38147044,-0.006,0.006,2097.65224165
734054.382164456,-0.009,0.018,2097.62968636
734054.382187442,NaN,NaN,NaN
734054.382199259,NaN,NaN,NaN
734054.382211099,NaN,NaN,NaN
734054.382222199,NaN,NaN,NaN
734054.382234039,NaN,NaN,NaN
734054.382859248,-0.019,0.069,2097.8218967
734054.38355331,-0.021,0.048,2097.7179462
734054.384248044,0,-0.045,2097.68068094
734054.384942106,-0.003,-0.006,2097.73363685
734054.385636863,-0.006,0.031,2097.61987971
734054.386330938,-0.007,0.025,2097.68068094
734054.387025694,-0.024,0.054,2097.51494855
734054.387719769,0.001,0.011,2097.60713106
734054.388414537,-0.015,-0.008,2097.65616431
734054.389109271,-0.018,0.024,2097.47572195
734054.389803356,-0.003,-0.012,2097.75423081
734054.39049809,-0.008,0.035,2097.59144042
734054.391192176,-0.008,-0.01,2097.67970027
734054.39188691,-0.024,0.033,2097.52671653
734054.392580961,-0.013,-0.019,2097.52279387
734054.393275729,-0.013,-0.013,2097.63262835
734054.393969792,-0.023,0.026,2097.71010088
734054.394664572,-0.016,0,2097.66695162
734054.395358634,-0.016,0.047,2097.5669238
734054.396053391,-0.014,-0.029,2097.65812564
734054.396748137,-0.02,0.042,2097.55613648
734054.397442199,-0.018,0.035,2097.49729658
734054.398136956,-0.009,0.009,2097.53161986
734054.398830995,-0.014,-0.007,2097.58261443
734054.399525787,-0.026,0.035,2097.71206222
734054.400219826,-0.019,-0.023,2097.65616431
734054.400914583,-0.032,0.057,2097.63164769
734054.401608669,-0.01,-0.034,2097.52573587
734054.402303414,-0.029,0.051,2097.63557034
734054.402998171,-0.018,0.032,2097.71990753
734054.403692245,-0.033,0.033,2097.67087429
734054.404386991,-0.01,-0.026,2097.51004523
734054.405081099,-0.016,0.003,2097.52279387
734054.405775822,-0.016,0.007,2097.70519756
734054.406469896,-0.02,-0.019,2097.58751776
734054.40716463,-0.008,-0.073,2097.62478303
734054.407858692,-0.009,-0.043,2097.67577761
734054.408553484,-0.009,-0.015,2097.48945126
734054.409248194,-0.038,0.088,2097.46787663
734054.409942269,-0.025,-0.008,2097.64733832
734054.410637025,0.004,-0.034,2097.54829116
734054.411331111,-0.028,0.006,2097.50416124
734054.412025868,-0.018,0.016,2097.63557034
734054.412719942,-0.024,-0.005,2097.77384411
734054.413414676,-0.018,-0.02,2097.60418906
734054.41410875,-0.024,0.03,2097.60124707
734054.414803519,-0.02,0.035,2097.66302896
734054.415497546,-0.026,-0.004,2097.49043193
734054.416192326,-0.031,0.018,2097.66302896
734054.416886377,-0.018,0.019,2097.59144042
734054.417581134,-0.034,0.042,2097.67479695
734054.41827588,-0.019,0.034,2097.55221382
734054.418969942,-0.026,0.009,2097.52279387
734054.419664722,-0.031,0.025,2097.69735224
734054.420358808,-0.018,0.018,2097.51887121
734054.421053542,-0.024,-0.027,2097.55613648
734054.421747616,-0.025,0.017,2097.64537699
734054.422442349,-0.022,0.004,2097.5473105
734054.423136412,-0.033,0.03,2097.51690988
734054.423831169,-0.029,0.016,2097.46297331
734054.42385412,NaN,NaN,NaN
734054.423865949,NaN,NaN,NaN
734054.423877766,NaN,NaN,NaN
734054.4238889,NaN,NaN,NaN
734054.423900741,NaN,NaN,NaN
734054.424525949,-0.015,-0.033,2097.54044584
734054.425220023,-0.024,0.027,2097.62380236
734054.42591478,-0.015,-0.04,2097.47768328
734054.426608843,-0.035,0.03,2097.60124707
734054.427303565,-0.025,-0.02,2097.38452011
734054.42799765,-0.028,0.006,2097.44041801
734054.428692407,-0.017,-0.023,2097.40315274
734054.429386482,-0.035,0.011,2097.54338783
734054.430081227,-0.034,-0.007,2097.53750385
734054.430775301,-0.028,0.003,2097.54829116
734054.431470069,-0.027,0.027,2097.46983796
734054.432164792,-0.038,0.006,2097.43551468
734054.432858866,-0.047,0.014,2097.46199264
734054.433553646,-0.042,0.003,2097.45022466
734054.434247662,-0.033,-0.046,2097.24722701
734054.434942419,-0.048,-0.017,2097.51690988
734054.435636482,-0.053,-0.001,2097.40609473
734054.436331273,-0.04,-0.032,2097.40511407
734054.437025324,-0.038,-0.039,2097.51102589
734054.437720081,-0.038,0,2097.53554252
734054.438414167,-0.036,-0.019,2097.46003131
734054.439108924,-0.046,-0.008,2097.41590138
734054.439803657,-0.055,0.049,2097.51690988
734054.440497743,-0.041,-0.009,2097.49925791
734054.441192465,-0.042,0.046,2097.39628808
734054.441886551,-0.052,0.043,2097.36686814
734054.442581308,-0.033,-0.013,2097.38059745
734054.443275382,-0.035,0.013,2097.33940951
734054.443970127,-0.037,-0.024,2097.29920225
734054.444664178,-0.043,-0.003,2097.38059745
734054.445358935,-0.042,-0.019,2097.39334609
734054.446053021,-0.036,-0.038,2097.41590138
734054.446747778,-0.053,0.014,2097.23447836
734054.447442535,-0.044,0.034,2097.34235151
734054.448136597,-0.032,0.004,2097.35019683
734054.448831331,-0.044,-0.036,2097.38255878
734054.449525394,-0.051,0.037,2097.32666087
734054.450220162,-0.036,-0.004,2097.32077688
734054.450914236,-0.049,-0.045,2097.30018292
734054.45160897,-0.049,-0.011,2097.22761371
734054.452303056,-0.07,0.029,2097.24526568
734054.452997801,-0.064,0.065,2097.31881555
734054.453692558,-0.058,0.027,2097.24330435
734054.454386643,-0.066,-0.003,2097.29724092
734054.455081377,-0.058,-0.023,2097.4100174
734054.455775463,-0.052,0.013,2097.43355335
734054.456470208,-0.049,-0.015,2097.19917442
734054.457164259,-0.06,0.061,2097.24428501
734054.457859028,-0.07,0.025,2097.31489289
734054.45855309,-0.062,-0.003,2097.29822158
734054.459247859,-0.064,0.016,2097.27566629
734054.45994191,-0.056,0.03,2097.24918834
734054.460636667,-0.045,-0.002,2097.16681247
734054.461331435,-0.049,-0.018,2097.21976838
734054.462025509,-0.046,-0.029,2097.30998957
734054.462720255,-0.042,-0.013,2097.30312491
734054.463414294,-0.028,-0.036,2097.08933994
734054.464109086,-0.028,-0.027,2097.30116358
734054.464803137,-0.056,0.028,2097.36000348
734054.465497894,-0.069,0.062,2097.21486506
734054.465520833,NaN,NaN,NaN
734054.46553265,NaN,NaN,NaN
