time,current_ec,current_nc,pressure
734048.577148426,0.007,0.05,2096.66373133
734048.577148438,0.01,0.056,2096.57252949
734048.577843171,0.016,0.032,2096.62156273
734048.578537222,0.023,0.058,2096.66765399
734048.579231991,0.005,0.013,2096.68040263
734048.579926042,0.002,0.016,2096.59410411
734048.580620671,0.037,0.075,2096.59900744
734048.581315428,0.018,0.05,2096.66373133
734048.582009491,0.002,0.014,2096.65392468
734048.582704259,0.009,0.012,2096.5803748
734048.583398345,0.029,0.052,2096.63725338
734048.58409309,0.025,0.056,2096.59802678
734048.584787164,0.044,0.104,2096.59018146
734048.585481875,0.02,0.05,2096.51074759
734048.586175972,0.007,0.03,2096.61469808
734048.586870706,0.02,0.056,2096.57547148
734048.587565451,0.004,0.031,2096.6784413
734048.588259514,0.017,0.055,2096.60685276
734048.588954282,-0.008,0.018,2096.66765399
734048.589648819,-0.002,0.041,2096.53918688
734048.590342893,0.005,0.039,2096.59018146
734048.591037639,-0.009,-0.011,2096.51859291
734048.59173169,-0.015,0.021,2096.62646606
734048.592426458,-0.001,0.059,2096.66569266
734048.593120521,-0.012,0.041,2096.60096877
734048.593815231,-0.004,0.027,2096.56174217
734048.594509306,0.019,0.065,2096.65980867
734048.595204074,0.015,0.062,2096.59312345
734048.595898137,-0.002,0.032,2096.58822013
734048.59659287,-0.007,0.034,2096.71178392
734048.597287639,-0.014,0.038,2096.55683885
734048.597981701,0.015,0.065,2096.65392468
734048.598676482,0.019,0.074,2096.75101051
734048.599370532,-0.007,0.047,2096.64313736
734048.600065393,0.019,0.099,2096.78141113
734048.600759456,-0.003,0.04,2096.53232222
734048.601454225,0.012,0.087,2096.64019537
734048.602148264,-0.012,0.032,2096.72453256
734048.602843044,-0.017,0.009,2096.64411803
734048.603537107,-0.015,0.021,2096.69707394
734048.60423184,-0.023,0.027,2096.77160448
734048.604925937,0.008,0.075,2096.74904919
734048.605620683,0.002,0.048,2096.83142504
734048.60631544,0.01,0.054,2096.6813833
734048.607009525,0.037,0.102,2096.69903527
734048.607704225,-0.019,0.002,2096.84417369
734048.60839831,0.009,0.089,2096.71178392
734048.609093079,0.009,0.081,2096.69217062
734048.609787141,-0.01,0.041,2096.72257123
734048.610481887,-0.01,0.019,2096.7402232
734048.611176296,-0.012,0.013,2096.77454648
734048.611870729,-0.008,0.068,2096.70786125
734048.612564896,-0.012,0.055,2096.75101051
734048.613259618,-0.016,0.043,2096.62940806
734048.613953692,-0.01,0.038,2096.71276458
734048.614648472,-0.017,0.029,2096.83240571
734048.615343194,-0.03,0.009,2096.8382897
734048.616037257,0.008,0.074,2096.73531988
734048.616732026,0,0.049,2096.67746064
734048.617426099,-0.019,0.034,2096.70786125
734048.618120833,0.009,0.119,2096.86476765
734048.618837859,NaN,NaN,NaN
734048.618838565,NaN,NaN,NaN
734048.618849664,NaN,NaN,NaN
734048.618861493,NaN,NaN,NaN
734048.618873322,NaN,NaN,NaN
734048.618884468,-0.014,0.077,2096.73237788
734048.619509676,-0.036,0.028,2096.81181174
734048.620203715,0.021,0.133,2096.86672899
734048.620898461,-0.017,0.086,2096.94125953
734048.621593229,-0.026,0.059,2096.70491926
734048.622287315,-0.011,0.085,2096.80102443
734048.622982037,-0.026,0.063,2096.87849697
734048.623676111,0.003,0.099,2096.81475374
734048.624370891,-0.009,0.09,2096.98244746
734048.625064954,0.001,0.097,2096.88928428
734048.625759699,-0.024,0.043,2096.9167429
734048.626453762,-0.007,0.083,2096.8020051
734048.627148519,-0.016,0.086,2096.89026494
734048.627842558,-0.015,0.088,2096.9981381
734048.628537326,-0.013,0.083,2096.85103834
734048.629232095,-0.037,0.036,2096.79710177
734048.629926157,-0.036,0.045,2097.03344204
734048.630620891,0.007,0.095,2096.78925645
734048.631314954,0.002,0.097,2096.857903
734048.632009757,-0.047,0.02,2096.95400817
734048.632703773,-0.014,0.063,2096.94027886
734048.633398519,0.002,0.08,2096.97656347
734048.634092616,0.018,0.073,2096.92654955
734048.634787384,0.036,0.124,2096.98931211
734048.635482106,-0.014,0.056,2096.90399426
734048.636176181,0.015,0.104,2096.96087283
734048.636870961,0.004,0.059,2096.96675681
734048.637565,-0.051,0,2096.88241963
734048.638259271,-0.017,0.041,2097.05011334
734048.638954039,-0.011,0.083,2097.09718526
734048.639648102,-0.01,0.077,2096.83730904
734048.640342882,0.003,0.078,2096.82259906
734048.64103765,-0.011,0.054,2097.01579007
734048.64173169,-0.024,0.044,2096.82554106
734048.642426458,0.001,0.083,2096.84319303
734048.643120521,-0.009,0.056,2096.88143896
734048.643815278,-0.008,0.055,2096.91282024
734048.644509352,-0.021,0.073,2096.97950546
734048.645204109,-0.043,0.039,2096.95891149
734048.64589816,-0.036,0.043,2097.02265472
734048.646592928,-0.015,0.094,2096.9785248
734048.64728765,0.013,0.103,2097.04030669
734048.647981736,-0.027,0.047,2097.24624634
734048.648676516,-0.002,0.087,2097.1717158
734048.649370579,-0.014,0.043,2096.9530275
734048.650065347,-0.005,0.04,2096.97656347
734048.650759375,-0.001,0.058,2097.10404991
734048.651454155,-0.023,0.021,2097.01579007
734048.652148194,-0.004,0.063,2097.00009942
734048.65284294,0.019,0.11,2097.08345595
734048.653537037,-0.007,0.061,2097.01088674
734048.654231771,-0.029,0.04,2097.10306925
734048.654926539,-0.021,0.022,2096.97460214
734048.655620602,0.016,0.07,2096.96087283
734048.65631537,0.004,0.049,2097.12366321
734048.65700941,-0.007,0.062,2097.02559672
734048.657704167,-0.033,0.017,2097.06384265
734048.658398218,-0.027,0.029,2097.02951937
734048.659092963,-0.022,0.03,2097.11091457
734048.659787037,0.007,0.05,2097.10306925
734048.660504757,NaN,NaN,NaN
734048.660504768,NaN,NaN,NaN
734048.660516574,NaN,NaN,NaN
734048.66052772,NaN,NaN,NaN
734048.660539525,NaN,NaN,NaN
734048.660551366,0.014,0.065,2097.18740644
734048.661175868,0.043,0.117,2097.08933994
734048.661870625,0.016,0.075,2097.18740644
734048.662565393,0.002,0.059,2097.00794474
734048.663259468,0.004,0.072,2097.14719917
734048.663954213,0.014,0.079,2097.04913267
734048.664648252,-0.001,0.061,2096.87653563
734048.665343032,0.008,0.088,2097.02363539
734048.666037083,0.005,0.098,2097.09228194
734048.666731829,0.004,0.075,2097.1746578
734048.667425891,-0.027,0.009,2097.18642577
734048.668120694,-0.022,0.028,2097.09914659
734048.668814734,-0.015,0.035,2097.0932626
734048.669509502,0.009,0.064,2097.10110792
734048.670204259,0.019,0.067,2097.08247528
734048.670898287,-0.013,0.017,2097.12660521
734048.671593056,-0.002,0.032,2097.0765913
734048.672287118,-0.002,0.036,2097.24918834
734048.672981887,0.006,0.057,2097.07070731
734048.673675949,-0.028,-0.018,2097.16190915
734048.674370694,-0.015,0.001,2097.16583181
734048.675064792,0.014,0.055,2097.07168797
734048.675759514,0.01,0.053,2097.1550445
734048.676454282,-0.006,0.031,2097.14131518
734048.677148322,-0.009,0.012,2096.96871814
734048.677843125,0.018,0.051,2097.23938168
734048.678537141,0.035,0.056,2097.2697823
734048.679231921,0.03,0.022,2097.05893933
734048.679925984,-0.013,-0.027,2097.11974056
734048.680620752,0.028,0.053,2097.24722701
734048.681314792,0.02,0.054,2097.23545903
734048.682009549,0,0.022,2097.17073514
734048.682703634,0.01,0.06,2097.31783489
734048.683398368,0.006,0.051,2097.06384265
734048.684093125,0.021,0.085,2097.12170188
734048.684787222,-0.006,0.024,2097.21290373
734048.685481968,0.01,0.047,2097.09816593
734048.68617603,0,0.071,2097.1913291
734048.686870787,0.011,0.065,2097.1746578
734048.687564838,0,0.043,2097.19917442
734048.688259606,-0.018,-0.007,2097.11385657
734048.688953657,0.009,0.078,2097.19623242
734048.689648438,0.002,0.066,2097.19329043
734048.690343171,-0.025,0.005,2097.10306925
734048.691037257,-0.007,0.048,2097.29527959
734048.691732002,0.002,0.055,2097.25213033
734048.692426065,0.002,0.039,2097.1717158
734048.693120833,0.002,0.056,2097.12856654
734048.693814907,0.026,0.078,2097.2697823
734048.694509641,-0.004,0.021,2097.14621851
734048.695203715,-0.018,-0.006,2097.17858045
734048.695898472,-0.016,0.004,2097.08737861
734048.696592523,-0.004,0.042,2097.19329043
734048.697287268,0.028,0.095,2097.18446444
734048.69798206,0.023,0.084,2097.17956112
734048.698676111,0.023,0.098,2097.23742035
734048.699370868,0.012,0.066,2097.14916051
734048.700064942,0,0.052,2097.12170188
734048.700759676,-0.014,0.03,2097.07168797
734048.701453773,0.005,0.062,2097.28253095
734048.702171435,NaN,NaN,NaN
734048.702171447,NaN,NaN,NaN
734048.702183264,NaN,NaN,NaN
734048.702194421,NaN,NaN,NaN
734048.702206215,NaN,NaN,NaN
734048.702218056,0.007,0.052,2097.25114966
734048.702842558,0.017,0.065,2097.15896716
734048.703537338,-0.016,0.004,2097.14327651
734048.704231389,0.02,0.062,2097.16779314
734048.704926123,0.031,0.077,2097.17367713
734048.705620891,-0.001,0.006,2097.04030669
734048.706314977,0.012,0.053,2097.2109424
734048.707009688,0.018,0.082,2097.29429893
734048.707703773,-0.009,0.007,2097.00304142
734048.70839853,0.018,0.049,2097.10012725
734048.709092593,0.038,0.085,2097.04619068
734048.709787361,0.005,0.02,2097.1913291
734048.710481447,0.018,0.042,2097.09424326
734048.711176181,0.033,0.076,2097.19623242
734048.711870243,0.052,0.103,2097.20211641
734048.712565,0.006,0.008,2097.20113575
734048.71325978,0.049,0.085,2097.1099339
734048.713953843,0.03,0.053,2097.250169
734048.714648553,0.014,0.038,2097.14131518
734048.715342616,0.012,0.047,2097.25899498
734048.716037384,-0.02,-0.005,2097.1521025
734048.716731458,0.006,0.037,2097.22467171
734048.717426215,0.003,0.03,2097.22172972
734048.718120301,0.003,0.03,2097.31293156
734048.718815046,0.026,0.09,2097.09816593
734048.719509792,-0.011,0,2097.27174363
734048.720203854,0.038,0.078,2097.16583181
734048.720898646,0.014,0.035,2097.28155028
734048.721592662,0.027,0.057,2097.20996173
734048.722287419,0.012,0.046,2097.16092848
734048.722981528,0.025,0.047,2097.09424326
734048.723676273,0.013,0.027,2097.15798649
734048.724370313,0.007,0.017,2097.15798649
734048.725065069,0.029,0.034,2097.12660521
734048.725759155,0.017,0.016,2097.20407774
734048.726453877,0,0.001,2097.13543119
734048.727148657,-0.009,-0.014,2097.19034844
734048.72784272,0.032,0.049,2097.19329043
734048.7285375,0.045,0.059,2097.21682639
734048.729231516,0.024,0.024,2097.0932626
734048.729926296,0.06,0.079,2097.09130127
734048.73062037,0.034,0.034,2097.27566629
734048.731315116,0.018,0.034,2097.25899498
734048.73200919,0.038,0.037,2097.11679856
734048.732703947,0.012,0.02,2096.95793083
734048.733398009,0.018,0.039,2097.10699191
734048.734092766,0.046,0.062,2097.10306925
734048.7347875,-0.013,-0.004,2097.0932626
734048.735481563,0.017,0.026,2097.06972664
734048.736176343,0.018,0.036,2097.22957504
734048.736870405,0.022,0.05,2097.24918834
734048.737565162,0.02,0.029,2097.03050004
734048.738259236,0.03,0.026,2097.06188132
734048.738953947,0.009,0.013,2097.11974056
734048.739648044,0.054,0.061,2097.07953329
734048.740342789,0.041,0.052,2097.14621851
734048.741037546,0.033,0.052,2097.02755805
734048.741731632,0.033,0.042,2097.11189524
734048.742426377,-0.003,0.004,2097.16779314
734048.74312044,0.002,0.027,2097.12758588
734048.743838148,NaN,NaN,NaN
734048.74383816,NaN,NaN,NaN
734048.743849965,NaN,NaN,NaN
734048.7438611,NaN,NaN,NaN
734048.74387294,NaN,NaN,NaN
734048.743884745,0.035,0.064,2097.1550445
734048.744509259,-0.001,0.008,2097.01579007
734048.745203993,0.037,0.078,2097.04030669
734048.745898079,0.044,0.066,2096.97067948
734048.746592836,0.013,0.004,2097.07757196
734048.747286898,0.024,0.045,2097.01088674
734048.747981644,0.026,0.023,2097.01579007
734048.748676401,0.018,0.017,2097.04226802
734048.749370486,0.017,0.037,2096.94518219
734048.750065243,0.02,0.018,2097.01677073
734048.750759282,0.033,0.03,2097.07266864
734048.751454063,0.011,-0.01,2097.1521025
734048.752148113,0.03,0.033,2097.04324868
734048.75284287,0.038,0.028,2097.05795866
734048.75353691,0.018,-0.002,2097.10012725
734048.754231678,0.011,-0.009,2097.07168797
734048.754925764,0.02,0.049,2096.98342812
734048.755620532,0.034,0.068,2097.04717135
734048.756315289,0.014,0.016,2096.85398034
734048.757009329,-0.004,-0.023,2096.9951961
734048.757704074,-0.005,-0.027,2097.16779314
734048.758398137,0.021,0.023,2096.98440879
734048.759092917,0.018,0.037,2097.02069339
734048.759786968,0.044,0.053,2097.08149462
734048.760481736,0.015,0.01,2096.97950546
734048.76117581,0.001,-0.009,2097.03540337
734048.761870556,0.01,0.037,2097.02363539
734048.762565312,0.01,0.037,2096.96969881
734048.763259352,0.005,-0.012,2096.91478157
734048.76395412,0.024,0.041,2097.00892541
734048.764648183,0.037,0.086,2096.96479549
734048.765342975,0.02,0.029,2096.93733686
734048.766037037,0.022,0.041,2097.08247528
734048.766731759,0.033,0.086,2096.94518219
734048.76742581,0.012,0.023,2096.96871814
734048.768120579,0.011,0.013,2096.85986433
734048.76881463,0.037,0.049,2096.90889758
734048.769509433,0.004,-0.025,2096.96969881
734048.770204155,0.015,-0.008,2096.75493318
734048.770898241,0.027,0.025,2096.96577615
734048.771592975,0.017,-0.003,2097.00696408
734048.772287049,0.029,0.047,2096.85299967
734048.772981829,0.035,0.045,2096.99715743
734048.77367588,0.01,-0.023,2096.7627785
734048.774370637,0.042,0.045,2096.84221236
734048.775064699,0.029,0.045,2096.83534771
734048.775759456,-0.017,-0.077,2096.93243354
734048.776453519,0.027,0.035,2096.85692234
734048.777148252,0.011,0,2096.89124561
734048.777843021,0.009,0.017,2096.84515435
734048.778537106,-0.004,-0.02,2096.89320694
734048.779231852,0.01,-0.003,2096.81965706
734048.779925903,0.01,0,2096.91478157
734048.78062066,0.018,0.016,2096.87261297
734048.781314722,0.046,0.093,2096.75787517
734048.782009502,0.008,0.006,2096.84221236
734048.782703576,0.018,0.028,2096.97656347
734048.783398322,0.012,0.002,2096.84417369
734048.784092384,0.015,0,2096.80690842
734048.784787118,0.003,-0.024,2097.00108009
734048.785504132,NaN,NaN,NaN
734048.785504838,NaN,NaN,NaN
734048.785516655,NaN,NaN,NaN
734048.785527766,NaN,NaN,NaN
734048.785539595,NaN,NaN,NaN
734048.785550752,0.016,0.014,2096.81769574
734048.786175961,0.038,0.047,2096.85201901
734048.786870694,0.02,0.027,2096.85005768
734048.787564769,0.008,0.02,2096.75297185
734048.788259525,0.018,0.026,2096.83338637
734048.788953588,0.017,0.03,2096.857903
734048.789648322,-0.01,-0.039,2096.85986433
734048.790342419,0.037,0.07,2096.75689451
734048.791037176,0.018,0.041,2096.82848305
734048.791731921,0.017,0.049,2096.76768182
734048.792425984,0.008,0,2096.76670116
734048.793120741,-0.006,-0.033,2096.72551323
734048.793814803,0.016,0.018,2096.80788909
734048.79450956,-0.014,-0.021,2096.77062381
734048.795203634,0.019,0.028,2096.77356581
734048.795898368,0.01,-0.007,2096.7009966
734048.796592431,0.021,0.018,2096.68824795
734048.797287222,0.007,0,2096.65490535
734048.797981262,0.022,0.034,2096.80396642
734048.798676042,0.018,0.029,2096.66667332
734048.799370787,0.018,0.032,2096.7794498
734048.800064826,0.009,0.021,2096.77258514
734048.800759583,0.012,0.034,2096.6784413
734048.801453692,0.013,0.035,2096.6421567
734048.802148403,0.017,0.028,2096.66177
734048.802842477,0,-0.011,2096.85888367
734048.803537234,0.002,0.015,2096.72257123
734048.804231319,-0.005,-0.022,2096.75297185
734048.804926042,0.018,0.011,2096.7627785
734048.80562081,0.033,0.018,2096.74610719
734048.806314873,0.003,0.008,2096.77160448
734048.807009641,-0.006,-0.021,2096.76473983
734048.807703727,0.026,0.047,2096.72551323
734048.808398449,0.039,0.078,2096.62058207
734048.809092523,0.013,0.01,2096.61469808
734048.809787269,0.008,0.005,2096.74414586
734048.810481343,0.026,0.047,2096.58920079
734048.811176111,0.007,-0.002,2096.71472591
734048.811870185,0,0.013,2096.56272283
734048.812564942,-0.003,0.004,2096.68040263
734048.813259664,0.015,0.04,2096.66961532
734048.813953738,0.002,0.006,2096.61862074
734048.814648484,0.018,0.039,2096.5637035
734048.815342558,0.004,-0.009,2096.47348232
734048.816037338,0.019,0.022,2096.73041655
734048.816731366,0.026,0.045,2096.62352406
734048.817426146,0.024,0.015,2096.66765399
734048.818120208,0.032,0.048,2096.57056816
734048.818814977,0.029,0.053,2096.50584427
734048.819509005,0.03,0.055,2096.59312345
734048.820203785,0.012,0.018,2096.64117603
734048.82089853,0.007,0.019,2096.54997419
734048.821592604,0.002,-0.003,2096.50878626
734048.822287373,0,0.005,2096.64313736
734048.822981424,-0.01,-0.028,2096.61665941
734048.823676192,0.01,0.025,2096.47740498
734048.82437022,0.02,0.04,2096.62156273
734048.825065,0.012,0.024,2096.53134156
734048.825759074,0.002,-0.001,2096.42542973
734048.826453819,-0.002,-0.001,2096.63529204
734048.827170857,NaN,NaN,NaN
734048.827171539,NaN,NaN,NaN
734048.827182627,NaN,NaN,NaN
734048.827194468,NaN,NaN,NaN
734048.827206285,NaN,NaN,NaN
734048.827217442,0.004,-0.005,2096.61175609
734048.827842627,-0.003,0.008,2096.53526422
734048.828537407,-0.001,-0.003,2096.38228048
734048.82923147,-0.006,-0.012,2096.36560917
734048.829926204,-0.016,-0.031,2096.61273675
734048.830620289,0.021,0.053,2096.49211496
734048.831315046,0.017,0.034,2096.49701828
734048.832009086,0,0.001,2096.46857899
734048.832703843,0,-0.023,2096.3450152
734048.833397905,0.019,0.033,2096.37345449
734048.834092662,0.019,0.042,2096.48132764
734048.834787442,-0.014,-0.018,2096.37737715
734048.835481482,0.022,0.048,2096.36855117
734048.83617625,0.019,0.025,2096.5440902
734048.836870336,0.013,0.049,2096.4293524
734048.837565081,-0.009,0.013,2096.5440902
734048.838259132,0.028,0.061,2096.53722555
734048.838953889,0.018,0.045,2096.37933848
734048.839647951,0.016,0.048,2096.42346841
734048.840342708,-0.013,-0.019,2096.49015363
734048.841036782,0.022,0.015,2096.39110646
734048.841731539,0.013,0.017,2096.46661766
734048.842426308,-0.009,-0.037,2096.33226656
734048.843120336,0.018,0.028,2096.31167259
734048.843815104,0.022,0.043,2096.43817838
734048.844509201,0.011,0.007,2096.28519464
734048.845203935,0.03,0.036,2096.51368959
734048.845898009,0.015,0.012,2096.38031915
734048.846592755,0.01,0.027,2096.44308171
734048.847286817,-0.02,-0.061,2096.30186595
734048.847981574,0.01,0.026,2096.52055424
734048.848676331,0.007,0.006,2096.32049858
734048.849370405,-0.014,-0.044,2096.32540191
734048.850065174,0.006,-0.015,2096.55291618
734048.850759213,0.018,0.024,2096.35089919
734048.851453981,0.006,-0.013,2096.45583035
734048.852148044,0.016,0.006,2096.46955966
734048.852842766,-0.001,-0.006,2096.33128589
734048.853536852,-0.001,-0.001,2096.26263935
734048.85423162,-0.005,-0.033,2096.46269501
734048.854925683,0.006,0.002,2096.21556743
734048.855620451,0.024,0.036,2096.31657592
734048.856315197,0.015,0,2096.41954575
734048.857009271,-0.013,-0.028,2096.25087136
734048.857703993,0.015,-0.006,2096.44013971
734048.858398056,-0.003,-0.036,2096.35776385
734048.859092813,0.01,-0.014,2096.2106641
734048.859786898,0.018,0.031,2096.31853725
734048.860481643,0.019,0.056,2096.40777776
734048.861175706,0.003,-0.005,2096.37149316
734048.861870463,0.006,-0.007,2096.29598196
734048.862564537,-0.01,-0.007,2096.37443515
734048.863259294,-0.003,-0.019,2096.37345449
734048.863954074,0.016,0.006,2096.31069193
734048.864648125,0.006,0.01,2096.34305388
734048.865342894,0.001,-0.039,2096.26362001
734048.866036921,-0.003,-0.025,2096.35678319
734048.866731701,0.013,-0.004,2096.36953183
734048.867425729,-0.008,-0.067,2096.2528327
734048.868120521,0.021,0.003,2096.31461459
734048.868837512,NaN,NaN,NaN
734048.868838218,NaN,NaN,NaN
734048.868849363,NaN,NaN,NaN
734048.868861169,NaN,NaN,NaN
734048.868873009,NaN,NaN,NaN
734048.868884167,0.013,0,2096.33324722
734048.869509329,-0.002,-0.005,2096.40581643
734048.870204086,0,-0.018,2096.30088528
734048.870898171,0.018,0.01,2096.1714375
734048.871592928,0.012,-0.015,2096.31265326
734048.872286968,0.012,0.027,2096.1743795
734048.872981701,0.026,0.028,2096.22243208
734048.873675775,0.016,-0.018,2096.10475228
734048.874370567,0.015,-0.004,2096.36266718
734048.875064606,0.014,0.023,2096.28323331
734048.875759352,0.031,0.027,2096.10377161
734048.876453414,0.001,-0.03,2096.15574686
734048.877148194,0.015,0.014,2096.29303996
734048.877842928,0.022,0.026,2096.27538799
734048.878536991,0.034,0.053,2096.08710031
734048.879231759,0.008,0.01,2096.25185203
734048.879925822,0.004,-0.018,2096.21556743
734048.880620579,0.037,0.033,2096.11750093
734048.881314641,0.031,0.018,2096.29696262
734048.882009398,0.009,0,2096.22341275
734048.882703484,0.035,0.048,2096.14692087
734048.883398229,0.036,0.049,2096.14299821
734048.88409228,0.033,0.057,2096.27538799
734048.884787072,0.003,-0.025,2096.26165868
734048.885481817,0.017,0.031,2096.19203147
734048.886175845,0.025,0.03,2096.19693479
734048.886870613,0.03,0.033,2096.20281878
734048.887564699,0.018,0.024,2096.13613356
734048.888259444,0.01,-0.016,2096.13417223
734048.888953495,0.034,0.032,2096.19203147
734048.889648275,0.035,0.04,2096.23812272
734048.890342326,0.013,-0.024,2096.23420006
734048.891037072,0.033,0.034,2096.13417223
734048.89173184,0.016,-0.024,2096.26263935
734048.892425914,0.018,0.006,2096.17536016
734048.893120683,0.037,0.042,2096.16947617
734048.893814745,0.008,-0.033,2096.04493172
734048.894509468,0.047,0.063,2096.19791545
734048.895203553,0.037,0.023,2096.073371
734048.895898275,0.005,-0.03,2095.94784588
734048.896592373,0.032,0.043,2096.09788763
734048.897287106,0.004,-0.02,2096.15868886
734048.897981181,0.016,0.005,2096.1910508
734048.898675926,0.062,0.088,2096.1096556
734048.899370706,0.014,-0.018,2096.05571903
734048.900064757,0.038,0.006,2096.07533233
734048.900759502,0.036,0.053,2096.06650635
734048.9014536,0.05,0.03,2095.88018
734048.902148356,0.013,-0.033,2096.04787371
734048.902842407,0.009,-0.014,2096.14790154
734048.903537164,0.043,0.032,2096.10279095
734048.904231227,0.023,-0.025,2096.07140967
734048.904925984,0.059,0.054,2096.15084354
734048.905620035,0.043,0.037,2096.08808098
734048.906314803,0.016,-0.041,2096.07925499
734048.90700956,0.017,-0.019,2096.10573294
734048.907703646,0.013,-0.038,2096.03610573
734048.908398403,0.041,0.043,2096.05571903
734048.909092454,0.017,-0.003,2096.01256977
734048.909787222,0.03,-0.019,2096.04983504
734048.910504225,NaN,NaN,NaN
734048.910504919,NaN,NaN,NaN
734048.910516042,NaN,NaN,NaN
734048.91052787,NaN,NaN,NaN
734048.910539664,NaN,NaN,NaN
734048.910550822,0.04,0.007,2095.94686521
734048.91117603,0.034,0.012,2096.00080179
734048.911870069,0.025,0.018,2096.16065018
734048.912564849,0.023,0.016,2095.99982113
734048.913259595,0.022,0,2095.99197581
734048.913953657,0.019,-0.026,2096.0959263
734048.914648438,0.037,0.04,2096.04493172
734048.915342454,0.044,0.046,2096.12240425
734048.916037211,0.015,-0.012,2096.18320548
734048.916731319,0.031,0.008,2096.18614747
734048.917426065,0.036,0.034,2096.15084354
734048.918120116,0.019,-0.018,2095.98707248
734048.918814873,0.011,-0.021,2096.1322109
734048.919508924,0.033,0.003,2096.03610573
734048.920203704,0.04,0.04,2096.04198972
734048.920898449,0.026,-0.007,2096.15378553
734048.921592512,0.007,-0.062,2096.05277703
734048.922287257,0.047,0.046,2096.04983504
734048.922981331,0.034,0.03,2096.0537577
734048.923676088,0.021,0,2096.04395105
734048.924370139,0.027,0.007,2096.06258368
734048.925064896,0.022,0.017,2095.96942051
734048.925758981,0.037,0.046,2095.91156127
734048.926453738,0.026,0.02,2096.05277703
734048.927147801,0.023,0.023,2096.05571903
734048.927842558,-0.013,-0.068,2096.07435166
734048.928537315,0.028,-0.011,2096.00178246
734048.929231377,0.017,0.004,2095.98903381
734048.929926111,0.002,-0.046,2095.9753045
734048.930620185,0.01,-0.03,2096.0566997
734048.931314965,0.004,-0.026,2096.00864711
734048.932009016,0,-0.018,2096.00080179
734048.932703796,0.023,0.007,2096.04198972
734048.933397836,0.026,0.016,2096.12828824
734048.934092569,0.015,0.007,2095.99001448
734048.934786678,0.023,0.005,2096.09396496
734048.935481412,0.02,0.035,2096.01551177
734048.936176169,0.03,0.025,2096.09690696
734048.936870232,0.001,-0.027,2095.95667186
734048.937564988,0.03,0.02,2096.09494563
734048.938259051,0.018,0.023,2095.99687913
734048.938953796,0.003,-0.018,2095.96549785
734048.939647859,0.022,0.005,2096.16065018
734048.940342639,0.019,0.017,2096.21556743
734048.94103669,0.007,-0.009,2095.99197581
734048.941731447,0.027,0.018,2096.15868886
734048.942426192,0.022,0.001,2096.03120241
734048.943120289,0.039,0.053,2095.9978598
734048.943815035,0.022,0.039,2096.02826041
734048.944509086,0.015,0.002,2096.08808098
734048.945203843,0,0.006,2095.96647851
734048.945897928,0.009,0.011,2095.96942051
734048.946592685,0.023,0.031,2096.09494563
734048.947286725,-0.007,-0.011,2096.08219698
734048.947981505,0.007,0.019,2096.12534624
734048.948675544,0.019,0.03,2096.03218307
734048.949370313,0.019,0.047,2096.14594021
734048.950065069,-0.009,-0.036,2095.95078787
734048.950759132,0.006,0,2096.16261151
734048.951453889,0.003,-0.002,2096.1714375
734048.952170903,NaN,NaN,NaN
734048.952170914,NaN,NaN,NaN
734048.95218272,NaN,NaN,NaN
734048.952194537,NaN,NaN,NaN
734048.952205671,NaN,NaN,NaN
734048.9522175,-0.004,-0.028,2096.04100905
734048.952842708,0.016,0.011,2095.98805314
734048.953536771,-0.02,-0.048,2096.00668578
734048.954231528,0.026,0.043,2096.02727974
734048.95492559,0.005,-0.027,2096.01355044
734048.955620336,0.007,-0.014,2095.9331359
734048.956314433,0.018,0.012,2096.07042901
734048.95700919,-0.01,-0.038,2096.09984896
734048.957703947,0.012,0.002,2096.09788763
734048.958397998,0.026,0.04,2096.23616139
734048.959092743,0.003,-0.018,2095.98805314
734048.959786817,0.042,0.047,2096.11063627
734048.960481551,0.017,0.021,2096.19987679
734048.961175637,0.015,0.018,2095.98707248
734048.96187037,0.01,0.004,2095.93705856
734048.962564444,0.008,-0.007,2096.06552568
734048.963259201,0,-0.007,2096.20281878
734048.963953982,0.011,0.025,2096.12828824
734048.964648056,0.028,0.042,2096.01158911
734048.965342789,0.023,0.046,2096.04493172
734048.966036875,0.006,0.004,2096.12828824
734048.96673162,0.018,0.046,2096.06160302
734048.96742566,0.02,0.058,2095.98707248
734048.968120417,-0.01,-0.007,2095.89194797
734048.968814502,0.005,0.023,2096.07925499
734048.969509259,-0.002,0.007,2096.03120241
734048.97020331,0.017,0.056,2096.10475228
734048.970898056,-0.006,-0.002,2096.13809489
734048.971592824,0.005,0.018,2096.16261151
734048.972286875,0.007,0.026,2096.04787371
734048.972981667,0,0.013,2096.10769428
734048.973675718,-0.004,0.026,2096.26852334
734048.974370451,-0.005,0.01,2096.15476619
734048.975064514,-0.004,0.003,2095.98903381
734048.975759271,-0.001,0.012,2096.05866103
734048.976453368,-0.011,0.019,2096.1125976
734048.97714809,-0.013,-0.002,2096.0537577
734048.977842176,0.008,0.031,2096.12436558
734048.978536944,0.004,0.068,2095.9949178
734048.979231667,-0.023,-0.024,2096.04395105
734048.979925741,-0.007,0.031,2096.11357827
734048.980620521,-0.021,0.002,2096.19595412
734048.981314583,-0.019,-0.022,2096.18222481
734048.98200934,0.014,0.092,2096.1881088
734048.982703391,-0.013,-0.004,2096.15084354
734048.983398137,-0.017,0.005,2096.20576077
