-35,-25,0.00658222988959817,1.95430848169613e-08
-35,-24.5,0.00800806998382099,2.02487016400311e-08
-35,-24,0.00672169379147238,1.82761246966702e-08
-35,-23.5,0.00215502421771631,1.36801947479392e-08
-35,-23,0.000433765632900524,9.79090917281058e-09
-35,-22.5,0.00398993465208163,1.43393566353621e-08
-35,-22,0.00569785735066151,1.76177630265462e-08
-35,-21.5,0.0107087300529217,2.12136960781898e-08
-35,-21,0.0157899707363085,2.50233378564677e-08
-35,-20.5,0.00229868102579491,1.6159960669568e-08
-35,-20,0.00229868102579491,1.6159960669568e-08
-35,-19.5,9.88632765778715e-05,6.59920316091671e-09
-35,-19,0.000246739524813433,7.71236326986174e-09
-35,-18.5,0.000496042758426803,9.58902986101936e-09
-35,-18,0.000561380697782507,1.0905953314257e-08
-35,-17.5,0.000631267323569611,1.08776592698266e-08
-35,-17,0.000756744084986223,1.08268592058297e-08
-35,-16.5,5.86070362140214e-05,5.7865318532206e-09
-35,-16,0.000277765722161695,8.06213689240125e-09
-35,-15.5,0.000434602172275405,9.69062729269128e-09
-35,-15,0.013376131949944,2.3621803378587e-08
-35,-14.5,0.0328808628062437,2.90551999258657e-08
-35,-14,0.0643487977091045,3.78211639430504e-08
-35,-13.5,0.13098260354141,7.64084885945343e-08
-35,-13,0.0929536430791006,6.14481056163865e-08
-35,-12.5,0.0380376420913476,3.62083535481637e-08
-35,-12,0.00247799142820692,1.61999163659858e-08
-35,-11.5,0.000366479994863597,9.96164541572826e-09
-35,-11,0.000245168455657173,8.93098314787032e-09
-35,-10.5,0.000143198247338441,8.10383854405629e-09
-35,-10,0.00015653786015313,8.30183711852285e-09
-35,-9.5,0.00513912979142341,2.48143373826006e-08
-35,-9,0.0155990046291922,1.41792767177964e-07
-35,-8.5,0.0240462086959541,2.14217927562049e-06
-35,-8,0.0137425155389406,3.56814816025911e-06
-35,-7.5,0.0119180730921964,6.79603483705439e-06
-35,-7,0.0132959083911709,5.50255003569335e-06
-35,-6.5,0.0579969510369633,1.64042939838963e-06
-35,-6,0.0645931093996294,8.44445331360346e-08
-35,-5.5,0.0351890485099638,3.12514829327924e-08
-35,-5,0.0059079924401811,2.03772516450871e-08
-35,-4.5,0.00404746200861135,1.89242159276127e-08
-35,-4,0.00155765721814484,1.49180993894027e-08
-35,-3.5,0.00183591939966811,1.36637184180615e-08
-35,-3,0.00248480229128999,1.48206709791771e-08
-35,-2.5,0.00742541173586575,2.0114818837792e-08
-35,-2,0.00509298596874346,1.77448442908735e-08
-35,-1.5,0.00156278971672243,1.26971926418197e-08
-35,-1,0.000388359500074979,9.10277791360468e-09
-35,-0.5,7.55812801743194e-05,6.19069878097347e-09
-35,0,0.000526082628464246,1.00974149163607e-08
-35,0.5,0.00173263718460477,1.28610210816039e-08
-35,1,0.00544099458325318,1.95580157103783e-08
-35,1.5,0.00581699582559,2.03258666333287e-08
-35,2,0.00298788658546173,1.60316504072054e-08
-35,2.5,0.00136080538829634,1.32086730951516e-08
-35,3,0.000798364311358563,1.0882547356316e-08
-35,3.5,0.000891053691044697,1.1516526955112e-08
-35,4,0.00273590770171364,1.52018834617397e-08
-35,4.5,0.00514861715859011,1.87576651620444e-08
-35,5,0.00515183973056108,1.7989486236173e-08
-34.5,-25,0.00658222988959817,1.95430848169613e-08
-34.5,-24.5,0.00613013169765942,1.89721823234421e-08
